image_id,predicted_class
1239978611738501.png,Positive
1240196891814985.png,Positive
1240241561008060.png,Negative
1240410805278031.png,Positive
1240904029179342.png,Negative
1241157514203779.png,Positive
1241903375877963.png,Positive
1242442715694694.png,Positive
1242519113518587.png,Negative
1242610241594415.png,Positive
1242637398607598.png,Negative
1242890275596492.png,Negative
1243022620326097.png,Negative
1243188383105431.png,Negative
1243688037101729.png,Negative
1244148308826379.png,Positive
1244355764851258.png,Negative
1244643798821409.png,Negative
1244651029911440.png,Negative
1244678015370515.png,Negative
1244681304352239.png,Positive
1244951220573426.png,Negative
1245183856286233.png,Positive
1245731039736010.png,Negative
1245774676826882.png,Negative
1245806425591876.png,Negative
1246278285049539.png,Positive
1246542967153077.png,Negative
1247109127022284.png,Negative
1247460417782625.png,Positive
124750845340076.png,Positive
1248040909099732.png,Positive
1248278198058679.png,Positive
1248353632924270.png,Positive
1248417063333746.png,Positive
1248445157928847.png,Negative
1248447915900549.png,Positive
1248886514637887.png,Positive
1249034665476483.png,Negative
1249053190803294.png,Positive
1249613529162664.png,Positive
1250033104742170.png,Negative
1250165209458276.png,Negative
1250253455051092.png,Negative
125040748993190.png,Negative
1250423708728248.png,Positive
125047982920851.png,Negative
1250785322105287.png,Negative
1251245235633341.png,Negative
125130905963102.png,Negative
1251493207117661.png,Positive
1251754965062935.png,Positive
1251767182848233.png,Negative
1252046770457908.png,Positive
1252132448255601.png,Negative
1252379323741584.png,Negative
1253012077701777.png,Negative
1253064652696302.png,Negative
1253828400169921.png,Positive
1254338071390773.png,Positive
1254678468687210.png,Negative
1254912239436552.png,Negative
1254950706909323.png,Negative
1256137567479567.png,Negative
1256292489873724.png,Positive
1256310503076715.png,Negative
1256478257890996.png,Negative
1256888593863254.png,Positive
1257016521198152.png,Positive
1257088606628902.png,Positive
1257375752350230.png,Positive
1257418141166281.png,Positive
1257559492336363.png,Positive
1257726962570480.png,Negative
1258049947344114.png,Positive
1258258992176899.png,Negative
125826782571342.png,Negative
1258823608080916.png,Negative
1258831852878418.png,Negative
1258972508351045.png,Negative
1259011868564606.png,Positive
1259277198065648.png,Negative
1259744432205766.png,Positive
1260381126175261.png,Positive
1260434644932215.png,Negative
1260497147132831.png,Negative
1260690059922842.png,Positive
1260702787622137.png,Negative
1260926199338903.png,Positive
1261572643191425.png,Positive
1261735083762599.png,Negative
1262009457875883.png,Positive
1262051995790882.png,Positive
1262119846270098.png,Positive
126218634114962.png,Negative
126294699106386.png,Positive
126318789583784.png,Negative
1263294537718186.png,Positive
1263438967527140.png,Positive
1263802015966344.png,Negative
1264273029000871.png,Positive
1264353432255221.png,Negative
1264573437606211.png,Positive
1264695665925046.png,Negative
1264752474391974.png,Negative
1264933050810501.png,Negative
1265298820143930.png,Negative
1265570111034734.png,Positive
1265594086423614.png,Negative
1265695354000702.png,Positive
1266038116902924.png,Positive
1266335415208850.png,Positive
1266375760905815.png,Negative
1267270388427953.png,Negative
126749399047445.png,Negative
1267515196655074.png,Negative
1267885291893875.png,Positive
126804117140069.png,Positive
1268325141498516.png,Negative
126847415915283.png,Negative
1268662476457274.png,Negative
1268706805649593.png,Negative
1268875603229387.png,Positive
1269125915398134.png,Positive
1269136328619682.png,Positive
1269247042978108.png,Positive
1269631214736333.png,Negative
1269795529961024.png,Positive
1270054085247673.png,Positive
1270350474704067.png,Negative
127048200582062.png,Negative
1270538797598654.png,Negative
1270745052740244.png,Positive
127109699654903.png,Negative
1271144865960131.png,Positive
1271336607539746.png,Positive
12719827889783.png,Negative
1272641625240252.png,Positive
1272692072810724.png,Positive
1272756533710069.png,Positive
1272811183688585.png,Positive
1272839173044724.png,Negative
127290564702335.png,Negative
12730232663579.png,Positive
1273311384645518.png,Negative
1273482119871057.png,Negative
1273496259807080.png,Positive
1273710938036996.png,Negative
1273807981102664.png,Positive
1274044374269930.png,Negative
1274164963345467.png,Negative
1274687292518161.png,Positive
127475776366745.png,Positive
1275138606315318.png,Positive
127536082317808.png,Positive
1275519525633184.png,Positive
1275603271491690.png,Positive
1275662616725318.png,Negative
1275720695247398.png,Negative
1276115694654523.png,Negative
1276217016932620.png,Positive
1276406918717494.png,Negative
1276622318169968.png,Negative
1277066177558867.png,Positive
1277356107020794.png,Positive
1277713004295235.png,Negative
1277906983338633.png,Negative
1278397753067947.png,Negative
1278481997916246.png,Negative
1278584978009959.png,Negative
1278657127080455.png,Positive
1278731802437007.png,Negative
127949527355342.png,Negative
1279685229553034.png,Positive
1279715085827879.png,Positive
1280295146681206.png,Negative
1280648597259952.png,Negative
1280693337452449.png,Negative
1280760352941045.png,Positive
1281236147244723.png,Positive
1281252611778804.png,Positive
1281427246052551.png,Positive
1281433905344365.png,Negative
1281663485721950.png,Positive
1281978841683860.png,Negative
1282222499530745.png,Negative
1282390095889689.png,Negative
1282796084423510.png,Positive
1283056634688247.png,Negative
1283183272935196.png,Negative
1283699831204149.png,Negative
1283889638792845.png,Positive
1284297090211158.png,Positive
1284436980783612.png,Positive
1284840762956633.png,Negative
1285066388570978.png,Positive
1285108496311455.png,Positive
128518723083305.png,Negative
1285224165491650.png,Negative
1285290498497959.png,Positive
1285368130854120.png,Positive
1285696889827066.png,Negative
1285761628813154.png,Positive
1285838180692937.png,Positive
1285885243828222.png,Negative
1285892879708192.png,Positive
1286077825628504.png,Positive
1286493083978085.png,Negative
1286521326954697.png,Positive
1286538899003242.png,Positive
1286549517242084.png,Negative
1286558044636811.png,Positive
1286860525905242.png,Positive
1287012477810399.png,Positive
1287019185029444.png,Negative
1287368010177943.png,Positive
1287369773338255.png,Positive
1287631655104751.png,Positive
1287813070771170.png,Positive
1287964770479096.png,Negative
1287990849529867.png,Positive
1288084690930325.png,Negative
1288201687261580.png,Negative
1288504715974139.png,Negative
1288618397160720.png,Positive
1289150206115264.png,Positive
1289743115245371.png,Negative
1290426676536329.png,Negative
1290558182637861.png,Negative
1290602975867734.png,Negative
1290614732077416.png,Positive
1290625248756606.png,Positive
1291293157885301.png,Negative
12919553253382.png,Negative
1292236250995545.png,Negative
1292256638194199.png,Negative
1292484513902031.png,Negative
129277924969773.png,Positive
1292787369256696.png,Positive
1292900294578706.png,Negative
1293035727032648.png,Positive
1293158760965968.png,Positive
1293324353022485.png,Negative
129363996371471.png,Positive
1293781679891118.png,Positive
1293929654659003.png,Positive
1294097682324629.png,Negative
1294174617459004.png,Negative
1294465144062629.png,Positive
1294713554827911.png,Negative
129478794327109.png,Positive
1294905877234784.png,Negative
1294968071105117.png,Positive
1294975563079658.png,Positive
1295005312328198.png,Negative
1295222661608701.png,Positive
1295271188939082.png,Positive
1295399046106878.png,Positive
1295573185179381.png,Negative
1295693641209436.png,Negative
1295722548286875.png,Positive
1296282721249476.png,Negative
1296397748341290.png,Positive
1296565820253933.png,Positive
1296760813060676.png,Positive
129690801589327.png,Negative
1297110010041134.png,Positive
1297267311158272.png,Negative
129768454164614.png,Negative
1297739000547887.png,Positive
129837143645378.png,Negative
1298721798457847.png,Positive
1298903409762445.png,Negative
1299267615826951.png,Positive
1299556508298951.png,Positive
130000321631567.png,Negative
1300449091759502.png,Positive
1300605140981151.png,Negative
1300640006629363.png,Positive
1300654188663672.png,Negative
1300869590551713.png,Positive
1301304050819143.png,Negative
1301393135088744.png,Positive
1301608989501398.png,Negative
1301647518529865.png,Negative
1301829201531933.png,Positive
1302211428076002.png,Negative
1302344126388804.png,Positive
1302357021964477.png,Negative
1302596807559987.png,Negative
1302636601133566.png,Negative
1302942787953.png,Positive
1303128578103938.png,Positive
1303285157621450.png,Positive
1303464606916575.png,Positive
1303960932855581.png,Positive
1304490277202199.png,Positive
1304749344060692.png,Positive
1305001548354773.png,Negative
1305207307657994.png,Negative
1305212605248100.png,Positive
1305477299030135.png,Negative
1305663560802983.png,Positive
1306019646923581.png,Negative
1306108279707536.png,Positive
130621590206043.png,Negative
1306525770992180.png,Negative
1306750485609919.png,Negative
1306764179624279.png,Positive
1306925554824451.png,Positive
1307462786842882.png,Positive
130769214787105.png,Negative
1307985258411608.png,Positive
1308159735998132.png,Positive
130881029973254.png,Positive
1309217506638664.png,Negative
1309773253164995.png,Positive
1309845495409902.png,Positive
1309922044164893.png,Negative
1309968137794735.png,Positive
1310023930180921.png,Negative
1310045031862098.png,Negative
1310379975095400.png,Negative
1310771961900121.png,Positive
1311200671405616.png,Negative
1311287435616862.png,Positive
1311673437721706.png,Negative
1311890693082411.png,Positive
1312104640855020.png,Positive
1313000072001793.png,Negative
1313771909015070.png,Positive
1314192276180396.png,Negative
1314589055208099.png,Positive
131535962563824.png,Positive
1315388153023436.png,Positive
1315415682782028.png,Negative
1315742944217282.png,Negative
1315764921330661.png,Negative
1316287725715218.png,Positive
1316440083360820.png,Negative
1316451399432817.png,Negative
1316685264371137.png,Positive
1316937104232130.png,Positive
131703600608291.png,Negative
1317232468443073.png,Negative
1317610631985343.png,Negative
1317620421986755.png,Positive
1318213605682212.png,Positive
1318280511150200.png,Positive
1318381906766993.png,Positive
1318633098585452.png,Positive
1318701593053846.png,Negative
1318736474062692.png,Negative
1318800665089397.png,Negative
1318865889870054.png,Negative
1318881915284136.png,Negative
1318947456844405.png,Positive
1319231499007009.png,Positive
1319498160378094.png,Positive
1319514253190253.png,Positive
1319689662886401.png,Positive
1319723120210694.png,Positive
1320203675727189.png,Positive
1320327613702009.png,Negative
1320525013556972.png,Positive
13207044444577.png,Positive
1320745742874483.png,Negative
1320877239486480.png,Positive
1321180162668493.png,Negative
1321446405875295.png,Positive
1321895788979877.png,Negative
1321962168567689.png,Negative
1322653126613331.png,Positive
1322851803070363.png,Positive
1322936684893468.png,Negative
1323372852691594.png,Negative
1323373886497017.png,Positive
1323597872860081.png,Positive
1324008510599029.png,Negative
1324120101173135.png,Negative
1324174917458337.png,Negative
1324423375691674.png,Positive
1324601781817659.png,Negative
132473638051261.png,Negative
1324901691718463.png,Negative
1325281240974356.png,Negative
1325547511462618.png,Positive
1325603264474559.png,Negative
1325971709498657.png,Positive
1326387163682092.png,Negative
1327344694175635.png,Positive
1327646010722019.png,Positive
1327673480464889.png,Negative
13278261614906.png,Negative
1328046233588998.png,Positive
1328476715581631.png,Positive
1328540599548722.png,Negative
1328578700359817.png,Negative
132868429203573.png,Negative
1328718791066265.png,Positive
132878023115479.png,Positive
1328861215359675.png,Positive
132891888794928.png,Positive
1329542660438469.png,Negative
1329558857332463.png,Negative
1329790198527446.png,Positive
1330161943008075.png,Negative
1330225988513129.png,Positive
1330246801266782.png,Negative
1330278141975703.png,Positive
1330553804823628.png,Positive
1330562983195173.png,Negative
1330743981194027.png,Positive
1331036679936993.png,Positive
133104868579085.png,Positive
133158097436854.png,Positive
1332043099797851.png,Negative
1332414746042987.png,Positive
1332606739675358.png,Negative
1332771734619285.png,Positive
1332841291094221.png,Positive
1332895486186712.png,Negative
